Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
1st Half,92,92,407,369,53,97,24,3,25,77,2,2,33,109,.263,.319,.547,.867,202,8,0,0,5,1,3,.300,107,138
2nd Half,20,20,84,69,6,13,2,0,2,7,1,0,14,19,.188,.321,.304,.626,21,3,0,0,1,0,0,.224,60,74
