Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
1st Half,95,95,401,373,67,99,21,4,25,71,27,4,18,92,.265,.302,.544,.847,203,1,3,4,3,0,2,.286,105,132
2nd Half,20,19,80,75,7,17,10,0,2,7,3,1,2,25,.227,.263,.440,.703,33,0,2,0,1,0,0,.306,72,88
